ID1,Scholar1,ID2,Scholar2,similarity
441831,朱发明,413820,贾文昂,0.0975609756097561
441831,朱发明,425552,阮健,0.046413502109704644
441826,朱成康,407126,单莉丽,0.0625
441826,朱成康,438912,张伟锋,0.05263157894736842
441826,朱成康,408116,董华青,0.046511627906976744
441826,朱成康,429968,王雷,0.045454545454545456
441826,朱成康,411890,何兴,0.037037037037037035
441826,朱成康,430495,王绍让,0.027777777777777776
441822,周震,416505,李林,0.13636363636363635
441822,周震,408116,董华青,0.07317073170731707
441822,周震,412045,何作井,0.05263157894736842
441822,周震,441924,朱敬东,0.034482758620689655
441822,周震,413660,计伟荣,0.02857142857142857
441822,周震,400977,艾宁,0.01818181818181818
441817,周云水,413183,黄兴城,0.16666666666666666
441817,周云水,420210,刘智力,0.08333333333333333
441817,周云水,405904,杜丰,0.07142857142857142
441817,周云水,401481,鲍卫兵,0.041666666666666664
441817,周云水,419483,刘勤贤,0.037037037037037035
441796,周勇,418806,林龙,0.037037037037037035
441796,周勇,436721,俞传明,0.02197802197802198
441796,周勇,425952,沈江南,0.02054794520547945
441796,周勇,402242,曾淦宁,0.018867924528301886
441795,周瑛,407596,丁成荣,0.1118421052631579
441795,周瑛,420603,卢晗锋,0.06763285024154589
441795,周瑛,436721,俞传明,0.06338028169014084
441795,周瑛,401746,蔡鹏,0.03333333333333333
441795,周瑛,439355,张泽凯,0.015151515151515152
441795,周瑛,438078,张国富,0.013986013986013986
441795,周瑛,437693,张波,0.011111111111111112
441795,周瑛,405741,陈效,0.009345794392523364
441795,周瑛,429529,王红宇,0.008333333333333333
441795,周瑛,442420,庄桂林,0.007042253521126761
441724,周英飒,427286,孙利伟,0.3333333333333333
441718,周一飞,413188,黄亚平,0.05555555555555555
441718,周一飞,415241,孔德彭,0.034482758620689655
441718,周一飞,410738,顾伟驷,0.034482758620689655
441662,周绪霞,407813,丁玉庭,0.1487603305785124
441662,周绪霞,438297,张建友,0.07236842105263158
441662,周绪霞,421578,吕飞,0.047619047619047616
441662,周绪霞,419377,刘建华,0.04477611940298507
441662,周绪霞,419583,刘书来,0.043478260869565216
441662,周绪霞,439735,赵培城,0.022388059701492536
441662,周绪霞,424215,潘志彦,0.0045871559633027525
441658,周欣竹,440221,郑建军,0.36633663366336633
441658,周欣竹,432891,邢鸿燕,0.05555555555555555
441658,周欣竹,425662,邵林,0.02127659574468085
441658,周欣竹,432614,夏才安,0.020833333333333332
441658,周欣竹,407382,单玉川,0.01020408163265306
441658,周欣竹,409486,付传清,0.008333333333333333
441647,周晓悦,436322,应义淼,0.13333333333333333
441647,周晓悦,437550,恽波,0.09523809523809523
441647,周晓悦,407382,单玉川,0.06060606060606061
441647,周晓悦,405054,陈瑞生,0.05263157894736842
441647,周晓悦,406968,崔钦淑,0.02702702702702703
441644,周晓东,408321,方宜,0.08333333333333333
441644,周晓东,438543,张榄,0.0625
441644,周晓东,435679,姚利民,0.038461538461538464
441644,周晓东,402707,陈呈频,0.03571428571428571
441644,周晓东,428080,谭晶荣,0.0196078431372549
441644,周晓东,415723,李刚,0.010416666666666666
441622,周晓,413701,贾虹,0.06349206349206349
441622,周晓,404585,陈琍,0.05555555555555555
441622,周晓,407338,单晓杭,0.03125
441622,周晓,404412,陈晋音,0.02564102564102564
441622,周晓,434487,杨东勇,0.023076923076923078
441622,周晓,408908,方路平,0.02247191011235955
441622,周晓,433891,许建凤,0.02127659574468085
441622,周晓,402053,曹全君,0.020833333333333332
441622,周晓,410636,顾东袁,0.019230769230769232
441622,周晓,441181,周必彧,0.018867924528301886
441614,周向东,408817,范铮,0.02564102564102564
441614,周向东,440947,钟明强,0.023715415019762844
441611,周文委,431919,翁国庆,0.1076923076923077
441611,周文委,413793,贾立新,0.06666666666666667
441611,周文委,439285,张有兵,0.06666666666666667
441611,周文委,410738,顾伟驷,0.05128205128205128
441611,周文委,431595,王涌,0.038461538461538464
441611,周文委,415060,金燕,0.023255813953488372
441611,周文委,432208,吴根忠,0.02
441611,周文委,423096,南余荣,0.00909090909090909
441611,周文委,403561,陈国定,0.008849557522123894
441611,周文委,427411,孙明轩,0.00546448087431694
441579,周守利,425359,任宏亮,0.07766990291262135
441579,周守利,427804,覃亚丽,0.06993006993006994
441579,周守利,410981,郭淑琴,0.02027027027027027
441579,周守利,420741,卢瑾,0.013888888888888888
441579,周守利,408908,方路平,0.010309278350515464
441579,周守利,402475,常丽萍,0.009345794392523364
441579,周守利,412940,黄辉,0.003861003861003861
441557,周明华,432108,邬学军,0.12195121951219512
441557,周明华,404225,陈剑利,0.06382978723404255
441557,周明华,414789,金建国,0.057692307692307696
441557,周明华,429998,王理同,0.027777777777777776
441557,周明华,426643,施晓燕,0.025
441557,周明华,415605,李春艳,0.02127659574468085
441557,周明华,401746,蔡鹏,0.020833333333333332
441557,周明华,422484,孟利民,0.01858736059479554
441557,周明华,420704,卢建树,0.013513513513513514
441557,周明华,433724,徐志江,0.007692307692307693
441554,周密,424886,钱欣,0.32098765432098764
441554,周密,421200,陆佳炜,0.028169014084507043
441554,周密,438018,张丰,0.027777777777777776
441554,周密,419499,刘青,0.02
441554,周密,403003,陈枫,0.005639097744360902
441543,周猛飞,401830,蔡亦军,0.328125
441543,周猛飞,432703,夏陆岳,0.19672131147540983
441543,周猛飞,427720,孙小方,0.125
441535,周玲,409219,冯海,0.08695652173913043
441535,周玲,420529,卢成原,0.018867924528301886
441525,周丽霞,424848,钱佩忠,0.025
441520,周礼,431991,翁杰,0.08108108108108109
441520,周礼,431525,王益宝,0.023809523809523808
441490,周雷,408075,董海宇,0.025
441490,周雷,410816,郭芙茉,0.020833333333333332
441480,周骏,422472,孟海宁,0.043478260869565216
441480,周骏,404872,陈前虎,0.0410958904109589
441480,周骏,439854,赵小龙,0.03571428571428571
441455,周君来,431632,王玉秀,0.057692307692307696
441455,周君来,442063,朱旭红,0.02702702702702703
441444,周杰,415412,李昌祖,0.07692307692307693
441444,周杰,424975,乔梁,0.04950495049504951
441444,周杰,416332,李俊,0.04878048780487805
441444,周杰,440408,郑精武,0.04132231404958678
441444,周杰,428802,屠佳,0.04
441444,周杰,426249,沈艺,0.04
441444,周杰,427246,孙江丽,0.03225806451612903
441444,周杰,412045,何作井,0.030303030303030304
441444,周杰,435886,姚裕萍,0.02564102564102564
441444,周杰,401822,蔡伟,0.025
441437,周健,402194,曹志奎,0.125
441437,周健,430162,王柳燕,0.07692307692307693
441437,周健,412125,洪蔚超,0.07142857142857142
441430,周建华,405855,陈勇,0.034482758620689655
441429,周见行,414069,姜伟,0.1328125
441429,周见行,425295,裘信国,0.07317073170731707
441429,周见行,411481,郝伟娜,0.06666666666666667
441429,周见行,410172,高红俐,0.017241379310344827
441429,周见行,402305,柴国钟,0.011111111111111112
441422,周佳恒,431843,韦甦,0.03125
441398,周环,440573,郑遗凡,0.02830188679245283
441398,周环,424113,潘再法,0.015748031496062992
441398,周环,417078,李小年,0.001876172607879925
441372,周红艺,424215,潘志彦,0.12804878048780488
441372,周红艺,418579,林春绵,0.12135922330097088
441372,周红艺,439482,章渊昶,0.08536585365853659
441372,周红艺,413165,黄新文,0.06172839506172839
441372,周红艺,443345,陈勇,0.025974025974025976
441372,周红艺,412022,何志桥,0.012345679012345678
441354,周寒青,420002,刘玉玲,0.03225806451612903
441354,周寒青,409518,付明磊,0.01834862385321101
441354,周寒青,415301,乐孜纯,0.008968609865470852
441348,周国君,412131,洪晓军,0.10714285714285714
441348,周国君,421330,罗民超,0.05555555555555555
441348,周国君,417571,李雪贞,0.043478260869565216
441348,周国君,437600,张常洁,0.02857142857142857
441348,周国君,407134,单伟光,0.014563106796116505
441340,周国斌,413701,贾虹,0.06666666666666667
441340,周国斌,438394,张聚,0.029850746268656716
441340,周国斌,435132,杨庆华,0.0223463687150838
441340,周国斌,416352,李俊源,0.01818181818181818
441340,周国斌,435402,姚建华,0.012195121951219513
441340,周国斌,423700,潘柏松,0.010752688172043012
441340,周国斌,414178,姜献峰,0.008695652173913044
441340,周国斌,419040,刘红,0.008064516129032258
441250,周根贵,402009,曹柬,0.18137254901960784
441250,周根贵,401621,蔡建湖,0.09292035398230089
441250,周根贵,442149,朱艺华,0.06687898089171974
441250,周根贵,422829,孟志青,0.046511627906976744
441250,周根贵,432027,翁潇彬,0.03225806451612903
441250,周根贵,414539,蒋敏,0.03225806451612903
441250,周根贵,435919,叶枫,0.029411764705882353
441250,周根贵,470353,徐超,0.02577319587628866
441250,周根贵,411414,韩毅,0.02403846153846154
441250,周根贵,424594,綦方中,0.02252252252252252
441240,周春蕾,421524,骆建艳,0.1
441207,周春晖,428531,童东绅,0.2934131736526946
441207,周春晖,437238,俞卫华,0.2558139534883721
441207,周春晖,417078,李小年,0.07742998352553541
441207,周春晖,408793,范永仙,0.053763440860215055
441207,周春晖,423224,倪哲明,0.032432432432432434
441207,周春晖,418829,林世军,0.03184713375796178
441207,周春晖,419137,刘华彦,0.029787234042553193
441207,周春晖,442388,祝一锋,0.02127659574468085
441207,周春晖,412012,何雪华,0.012578616352201259
441207,周春晖,437693,张波,0.012422360248447204
441202,周春,415227,靳云丽,0.1
441188,周炳,422270,毛诗焙,0.16666666666666666
441188,周炳,439632,赵美蓉,0.024
441188,周炳,437445,张安平,0.013888888888888888
441181,周必彧,431991,翁杰,0.16666666666666666
441181,周必彧,420509,楼群英,0.04
441181,周必彧,406748,褚建军,0.02631578947368421
441181,周必彧,441622,周晓,0.018867924528301886
441181,周必彧,408908,方路平,0.014705882352941176
441181,周必彧,407134,单伟光,0.004761904761904762
441177,仲国民,406773,褚衍清,0.2
441177,仲国民,411645,何国勇,0.18181818181818182
441177,仲国民,429997,王磊,0.043478260869565216
441177,仲国民,433724,徐志江,0.009708737864077669
441177,仲国民,422484,孟利民,0.0040650406504065045
441139,钟英杰,407491,邓凯,0.2153846153846154
441139,钟英杰,433716,徐璋,0.2
441139,钟英杰,425403,任建莉,0.19424460431654678
441139,钟英杰,416047,李华,0.16923076923076924
441139,钟英杰,435364,杨臧健,0.0847457627118644
441139,钟英杰,412695,胡艳军,0.07246376811594203
441139,钟英杰,424516,平传娟,0.031496062992125984
441139,钟英杰,443199,李伟,0.013888888888888888
441139,钟英杰,430439,王勤勇,0.008264462809917356
441139,钟英杰,413000,黄立维,0.006289308176100629
441084,钟卫鸿,425248,邱乐泉,0.1417910447761194
441084,钟卫鸿,412873,黄海婵,0.08461538461538462
441084,钟卫鸿,440942,钟莉,0.07086614173228346
441084,钟卫鸿,439599,赵雷,0.06451612903225806
441084,钟卫鸿,432324,吴石金,0.046875
441084,钟卫鸿,403743,陈建孟,0.042105263157894736
441084,钟卫鸿,405741,陈效,0.0410958904109589
441084,钟卫鸿,402899,陈东之,0.03296703296703297
441084,钟卫鸿,428920,汪琨,0.029239766081871343
441084,钟卫鸿,430927,王薇,0.01948051948051948
441062,钟伟军,429564,王洪江,0.03125
441015,钟为慧,436721,俞传明,0.07857142857142857
441015,钟为慧,427027,苏为科,0.04533333333333334
441015,钟为慧,418010,李振华,0.03669724770642202
441015,钟为慧,416137,李坚军,0.023809523809523808
441015,钟为慧,439144,张兴贤,0.017699115044247787
441015,钟为慧,435871,姚鹏,0.011904761904761904
441015,钟为慧,436524,余红丽,0.011627906976744186
440947,钟明强,434950,杨晋涛,0.30851063829787234
440947,钟明强,403003,陈枫,0.1476407914764079
440947,钟明强,409122,费正东,0.13565891472868216
